,0.35,0.37,0.39,0.41,0.43,0.45,0.47,0.49,0.51,0.53,0.55,0.57,0.59,0.61,0.63,0.65,0.67,0.69,0.71,0.73,0.75,0.77,0.79,0.81,0.83,0.85,0.87,0.89,0.91,0.93,0.95,0.97,0.99,1.01
1.28179e-08, 0.000204317, 0.000189422, 0.00014639, 0.000102753, 6.92444e-05, 4.64051e-05, 3.16142e-05, 2.21545e-05, 1.60609e-05, 1.20634e-05, 9.37645e-06, 7.52134e-06, 6.20541e-06, 5.24668e-06, 4.5301e-06, 3.98195e-06, 3.60312e-06, 3.32359e-06, 3.11275e-06, 2.94844e-06, 2.80979e-06, 2.70405e-06, 2.61055e-06, 2.53148e-06, 2.46398e-06, 2.4134e-06, 2.36397e-06, 2.32069e-06, 2.28254e-06, 2.24871e-06, 2.22502e-06, 2.19821e-06, 2.17402e-06, 2.15212e-06
2.47981e-08, 0.000387915, 0.000360267, 0.000278583, 0.000195517, 0.000131588, 8.79895e-05, 5.96793e-05, 4.1594e-05, 2.99512e-05, 2.23329e-05, 1.7221e-05, 1.36935e-05, 1.11962e-05, 9.38159e-06, 8.02831e-06, 6.99873e-06, 6.19314e-06, 5.55268e-06, 5.05336e-06, 4.68192e-06, 4.38413e-06, 4.14211e-06, 3.94356e-06, 3.77069e-06, 3.62253e-06, 3.50021e-06, 3.38972e-06, 3.29248e-06, 3.20633e-06, 3.13054e-06, 3.06605e-06, 3.00447e-06, 2.94859e-06, 2.89868e-06
4.65802e-08, 0.00072796, 0.000675456, 0.000522379, 0.000366265, 0.000246351, 0.000164489, 0.000111376, 7.74446e-05, 5.55885e-05, 4.12598e-05, 3.16586e-05, 2.50409e-05, 2.03673e-05, 1.69762e-05, 1.44637e-05, 1.25486e-05, 1.10587e-05, 9.8815e-06, 8.92995e-06, 8.14837e-06, 7.49741e-06, 6.96949e-06, 6.55563e-06, 6.20369e-06, 5.89875e-06, 5.64142e-06, 5.41273e-06, 5.21649e-06, 5.03896e-06, 4.88209e-06, 4.73796e-06, 4.61497e-06, 4.49844e-06, 4.39207e-06
8.49502e-08, 0.00132911, 0.00123254, 0.000951832, 0.000667149, 0.000448498, 0.000299236, 0.000202403, 0.000140551, 0.000100718, 7.46303e-05, 5.71376e-05, 4.50982e-05, 3.659e-05, 3.04207e-05, 2.58314e-05, 2.23494e-05, 1.96435e-05, 1.75043e-05, 1.57871e-05, 1.43809e-05, 1.32185e-05, 1.22381e-05, 1.1401e-05, 1.06817e-05, 1.00603e-05, 9.54898e-06, 9.10439e-06, 8.71477e-06, 8.37384e-06, 8.07039e-06, 7.79291e-06, 7.54232e-06, 7.31794e-06, 7.11292e-06
1.50632e-07, 0.00235614, 0.00218662, 0.00168833, 0.00118265, 0.000794537, 0.000529896, 0.000358222, 0.000248575, 0.000177969, 0.000131735, 0.000100739, 7.94114e-05, 6.43438e-05, 5.3422e-05, 4.5311e-05, 3.91415e-05, 3.43657e-05, 3.0592e-05, 2.75527e-05, 2.50766e-05, 2.30215e-05, 2.13021e-05, 1.9839e-05, 1.85843e-05, 1.75014e-05, 1.65462e-05, 1.57046e-05, 1.4954e-05, 1.42864e-05, 1.36932e-05, 1.31858e-05, 1.27209e-05, 1.22975e-05, 1.19156e-05
2.50609e-07, 0.00391925, 0.00363874, 0.00281034, 0.00196899, 0.00132121, 0.000880956, 0.000595554, 0.000412983, 0.000295542, 0.000218705, 0.000167142, 0.000131668, 0.000106584, 8.84294e-05, 7.495e-05, 6.47142e-05, 5.67669e-05, 5.05007e-05, 4.54553e-05, 4.13465e-05, 3.79373e-05, 3.50866e-05, 3.26617e-05, 3.0583e-05, 2.87898e-05, 2.72184e-05, 2.58352e-05, 2.46135e-05, 2.35184e-05, 2.25349e-05, 2.16382e-05, 2.08231e-05, 2.00785e-05, 1.93954e-05
4.84838e-07, 0.00758489, 0.00703919, 0.00543821, 0.00380968, 0.00255838, 0.00170442, 0.0011516, 0.000798319, 0.000571104, 0.00042234, 0.000322624, 0.000254027, 0.000205577, 0.000170471, 0.000144409, 0.000124594, 0.000109263, 9.71338e-05, 8.74088e-05, 7.94565e-05, 7.28914e-05, 6.73746e-05, 6.27095e-05, 5.86996e-05, 5.52302e-05, 5.22121e-05, 4.95466e-05, 4.71839e-05, 4.50841e-05, 4.31901e-05, 4.14793e-05, 3.99261e-05, 3.85164e-05, 3.72175e-05
9.10709e-07, 0.0142522, 0.0132266, 0.0102175, 0.00715687, 0.00480566, 0.00320304, 0.00216381, 0.00149976, 0.00107238, 0.00079286, 0.000605353, 0.000476638, 0.000385539, 0.000319615, 0.000270681, 0.000233478, 0.000204698, 0.00018197, 0.000163678, 0.000148786, 0.000136436, 0.000126085, 0.000117335, 0.000109814, 0.000103329, 9.76492e-05, 9.26521e-05, 8.82407e-05, 8.42881e-05, 8.0739e-05, 7.75341e-05, 7.46392e-05, 7.19849e-05, 6.95525e-05
1.6609e-06, 0.0260118, 0.0241489, 0.018645, 0.0130576, 0.00876638, 0.00584219, 0.00394622, 0.00273486, 0.00195633, 0.00144621, 0.00110406, 0.000868965, 0.000702769, 0.000582512, 0.000493138, 0.000425397, 0.000372822, 0.000331384, 0.000298033, 0.000270886, 0.000248372, 0.000229554, 0.000213557, 0.000199857, 0.00018804, 0.00017769, 0.000168586, 0.00016055, 0.000153349, 0.000146884, 0.000141047, 0.000135775, 0.000130941, 0.000126512
2.94506e-06, 0.046205, 0.0428777, 0.0330964, 0.0231712, 0.0155524, 0.0103626, 0.00699863, 0.00485104, 0.00346888, 0.00256414, 0.00195782, 0.00154043, 0.00124601, 0.00103271, 0.000874194, 0.000754054, 0.000660956, 0.000587324, 0.000528295, 0.000480042, 0.00044012, 0.000406753, 0.000378388, 0.000354087, 0.000333067, 0.000314786, 0.000298646, 0.000284343, 0.000271581, 0.000260175, 0.000249828, 0.000240438, 0.000231872, 0.000224024
5.07769e-06, 0.0798499, 0.074096, 0.0571886, 0.0400176, 0.0268398, 0.0178781, 0.0120719, 0.00836632, 0.00598189, 0.00442134, 0.00337563, 0.0026558, 0.00214809, 0.00178028, 0.00150694, 0.00129979, 0.00113927, 0.00101231, 0.000910342, 0.000827338, 0.00075851, 0.000700983, 0.000652082, 0.000610188, 0.000574065, 0.000542437, 0.000514614, 0.000490053, 0.000468051, 0.0004483, 0.000430466, 0.000414358, 0.000399591, 0.000386062
8.55017e-06, 0.135012, 0.125271, 0.0965841, 0.0675302, 0.045276, 0.030135, 0.0203472, 0.0140944, 0.0100759, 0.00744653, 0.00568485, 0.00447337, 0.00361715, 0.00299766, 0.00253789, 0.00218845, 0.00191813, 0.00170432, 0.00153293, 0.00139284, 0.0012772, 0.00118007, 0.00109773, 0.00102739, 0.00096636, 0.000913103, 0.000866256, 0.000824905, 0.00078786, 0.000754605, 0.000724579, 0.000697461, 0.0006726, 0.000649823
1.4021e-05, 0.223179, 0.206653, 0.159206, 0.111133, 0.074432, 0.049503, 0.0334076, 0.0231333, 0.0165339, 0.0122173, 0.00932589, 0.00733615, 0.00593298, 0.00491663, 0.00416237, 0.00358912, 0.0031457, 0.00279499, 0.00251388, 0.00228408, 0.00209398, 0.00193509, 0.00180003, 0.00168433, 0.00158457, 0.00149722, 0.00142039, 0.00135257, 0.00129182, 0.00123728, 0.00118804, 0.00114357, 0.0011028, 0.00106545
2.25056e-05, 0.361771, 0.335489, 0.257545, 0.179412, 0.119963, 0.0796904, 0.053722, 0.0371807, 0.0265645, 0.0196245, 0.0149776, 0.0117834, 0.00952877, 0.00789407, 0.00668272, 0.00576212, 0.00505007, 0.00448693, 0.00403555, 0.00366656, 0.00336201, 0.0031062, 0.00288935, 0.00270413, 0.00254342, 0.00240319, 0.00228028, 0.00217096, 0.00207343, 0.00198588, 0.0019072, 0.00183545, 0.00177, 0.00171005
3.5296e-05, 0.576096, 0.534091, 0.409254, 0.283925, 0.189245, 0.12549, 0.0844953, 0.0584324, 0.0417262, 0.0308141, 0.0235118, 0.0184944, 0.0149538, 0.0123872, 0.0104856, 0.00904062, 0.00792309, 0.0070393, 0.00633095, 0.00575191, 0.00527401, 0.00487258, 0.0045323, 0.00424167, 0.0039895, 0.00376947, 0.00357664, 0.00340512, 0.0032521, 0.00311475, 0.00299132, 0.00287876, 0.00277609, 0.00268204
5.41998e-05, 0.905215, 0.838785, 0.639818, 0.442163, 0.293406, 0.195084, 0.130337, 0.0900268, 0.0642366, 0.0474123, 0.0361543, 0.0284317, 0.0229844, 0.0190368, 0.0161128, 0.0138943, 0.0121734, 0.0108173, 0.00972621, 0.00883625, 0.00810178, 0.00748483, 0.00696329, 0.00651526, 0.00612775, 0.00578964, 0.00549337, 0.00522983, 0.00499474, 0.00478463, 0.00459411, 0.00442118, 0.00426347, 0.00411899
8.15696e-05, 1.40961, 1.30516, 0.989156, 0.678298, 0.447655, 0.294735, 0.197429, 0.136132, 0.096997, 0.0715374, 0.0545352, 0.04286, 0.0346391, 0.0286907, 0.0242748, 0.0209303, 0.0183361, 0.0162924, 0.0146481, 0.0133098, 0.0122002, 0.0112706, 0.0104848, 0.0098097, 0.00922588, 0.00871826, 0.00827025, 0.00787329, 0.0075192, 0.00720279, 0.00691584, 0.00665543, 0.00641794, 0.00620039
0.000120426, 2.18852, 2.02402, 1.51869, 1.02998, 0.673845, 0.44101, 0.2944, 0.202326, 0.143923, 0.106028, 0.0807479, 0.0634421, 0.0512416, 0.0424306, 0.0359002, 0.0309421, 0.0271096, 0.0240803, 0.021648, 0.0196686, 0.0180274, 0.0166559, 0.0154904, 0.0144922, 0.0136316, 0.0128785, 0.0122161, 0.0116294, 0.0111082, 0.0106384, 0.0102143, 0.00982953, 0.00947862, 0.00915889
