,0.35,0.37,0.39,0.41,0.43,0.45,0.47,0.49,0.51,0.53,0.55,0.57,0.59,0.61,0.63,0.65,0.67,0.69,0.71,0.73,0.75,0.77,0.79,0.81,0.83,0.85,0.87,0.89,0.91,0.93,0.95,0.97,0.99,1.01,1.03,1.05,1.07,1.09,1.11,1.13,1.15,1.17,1.19,1.21,1.23,1.25,1.27,1.29,1.31,1.33,1.35,1.37,1.39,1.41,1.43,1.45,1.47,1.49,1.51,1.53,1.55,1.57,1.59,1.61,1.63,1.65,1.67,1.69,1.71,1.73,1.75,1.77,1.79,1.81,1.83,1.85,1.87,1.89,1.91,1.93,1.95,1.97,1.99,2.01
1.28179e-08, 0.000204317, 0.000189422, 0.00014639, 0.000102753, 6.92444e-05, 4.64051e-05, 3.16142e-05, 2.21545e-05, 1.60609e-05, 1.20634e-05, 9.37645e-06, 7.52134e-06, 6.20541e-06, 5.24668e-06, 4.5301e-06, 3.98195e-06, 3.60312e-06, 3.32359e-06, 3.11275e-06, 2.94844e-06, 2.80979e-06, 2.70405e-06, 2.61055e-06, 2.53148e-06, 2.46398e-06, 2.4134e-06, 2.36397e-06, 2.32069e-06, 2.28254e-06, 2.24871e-06, 2.22502e-06, 2.19821e-06, 2.17402e-06, 2.15212e-06, 2.1322e-06, 2.11959e-06, 2.10314e-06, 2.08798e-06, 2.07396e-06, 2.06098e-06, 2.04889e-06, 2.03763e-06, 2.02711e-06, 2.017e-06, 2.00775e-06, 1.99903e-06, 1.99082e-06, 1.98306e-06, 1.97572e-06, 1.96875e-06, 1.9619e-06, 1.95562e-06, 1.94963e-06, 1.94392e-06, 1.93847e-06, 1.93301e-06, 1.92802e-06, 1.92324e-06, 1.91866e-06, 1.91401e-06, 1.90979e-06, 1.90571e-06, 1.9018e-06, 1.89778e-06, 1.89414e-06, 1.89062e-06, 1.88699e-06, 1.88371e-06, 1.88053e-06, 1.87722e-06, 1.87425e-06, 1.87137e-06, 1.86834e-06, 1.86562e-06, 1.86276e-06, 1.86021e-06, 1.85773e-06, 1.85509e-06, 1.85275e-06, 1.85022e-06, 1.84801e-06, 1.84585e-06, 1.84351e-06, 1.84147e-06
2.47981e-08, 0.000387915, 0.000360267, 0.000278583, 0.000195517, 0.000131588, 8.79895e-05, 5.96793e-05, 4.1594e-05, 2.99512e-05, 2.23329e-05, 1.7221e-05, 1.36935e-05, 1.11962e-05, 9.38159e-06, 8.02831e-06, 6.99873e-06, 6.19314e-06, 5.55268e-06, 5.05336e-06, 4.68192e-06, 4.38413e-06, 4.14211e-06, 3.94356e-06, 3.77069e-06, 3.62253e-06, 3.50021e-06, 3.38972e-06, 3.29248e-06, 3.20633e-06, 3.13054e-06, 3.06605e-06, 3.00447e-06, 2.94859e-06, 2.89868e-06, 2.85204e-06, 2.80854e-06, 2.77001e-06, 2.7334e-06, 2.69939e-06, 2.66867e-06, 2.63905e-06, 2.61128e-06, 2.58616e-06, 2.56158e-06, 2.53934e-06, 2.51741e-06, 2.49754e-06, 2.47781e-06, 2.45903e-06, 2.44521e-06, 2.42907e-06, 2.41277e-06, 2.39807e-06, 2.38311e-06, 2.36965e-06, 2.35583e-06, 2.34344e-06, 2.33063e-06, 2.31919e-06, 2.30726e-06, 2.29665e-06, 2.28551e-06, 2.27563e-06, 2.26608e-06, 2.25596e-06, 2.24703e-06, 2.2375e-06, 2.22914e-06, 2.22102e-06, 2.21226e-06, 2.20463e-06, 2.19633e-06, 2.18912e-06, 2.18212e-06, 2.17443e-06, 2.16781e-06, 2.16135e-06, 2.1542e-06, 2.14808e-06, 2.14211e-06, 2.13545e-06, 2.12978e-06, 2.12424e-06, 2.11798e-06
4.65802e-08, 0.00072796, 0.000675456, 0.000522379, 0.000366265, 0.000246351, 0.000164489, 0.000111376, 7.74446e-05, 5.55885e-05, 4.12598e-05, 3.16586e-05, 2.50409e-05, 2.03673e-05, 1.69762e-05, 1.44637e-05, 1.25486e-05, 1.10587e-05, 9.8815e-06, 8.92995e-06, 8.14837e-06, 7.49741e-06, 6.96949e-06, 6.55563e-06, 6.20369e-06, 5.89875e-06, 5.64142e-06, 5.41273e-06, 5.21649e-06, 5.03896e-06, 4.88209e-06, 4.73796e-06, 4.61497e-06, 4.49844e-06, 4.39207e-06, 4.29608e-06, 4.20609e-06, 4.123e-06, 4.04745e-06, 3.97563e-06, 3.90864e-06, 3.84742e-06, 3.78847e-06, 3.7377e-06, 3.68548e-06, 3.63772e-06, 3.59091e-06, 3.54809e-06, 3.50582e-06, 3.46708e-06, 3.42893e-06, 3.39227e-06, 3.35864e-06, 3.32502e-06, 3.29419e-06, 3.2632e-06, 3.23481e-06, 3.20611e-06, 3.17986e-06, 3.15316e-06, 3.1288e-06, 3.10537e-06, 3.08118e-06, 3.05933e-06, 3.03672e-06, 3.01619e-06, 2.99639e-06, 2.97565e-06, 2.95705e-06, 2.93754e-06, 2.91994e-06, 2.90293e-06, 2.88484e-06, 2.86878e-06, 2.85314e-06, 2.83638e-06, 2.82158e-06, 2.80715e-06, 2.79155e-06, 2.77785e-06, 2.76448e-06, 2.7499e-06, 2.73718e-06, 2.72476e-06, 2.71109e-06
8.49502e-08, 0.00132911, 0.00123254, 0.000951832, 0.000667149, 0.000448498, 0.000299236, 0.000202403, 0.000140551, 0.000100718, 7.46303e-05, 5.71376e-05, 4.50982e-05, 3.659e-05, 3.04207e-05, 2.58314e-05, 2.23494e-05, 1.96435e-05, 1.75043e-05, 1.57871e-05, 1.43809e-05, 1.32185e-05, 1.22381e-05, 1.1401e-05, 1.06817e-05, 1.00603e-05, 9.54898e-06, 9.10439e-06, 8.71477e-06, 8.37384e-06, 8.07039e-06, 7.79291e-06, 7.54232e-06, 7.31794e-06, 7.11292e-06, 6.92552e-06, 6.75263e-06, 6.59037e-06, 6.44509e-06, 6.30509e-06, 6.17673e-06, 6.05424e-06, 5.93905e-06, 5.83081e-06, 5.73084e-06, 5.63405e-06, 5.5446e-06, 5.45747e-06, 5.37446e-06, 5.29784e-06, 5.22233e-06, 5.15251e-06, 5.08583e-06, 5.02356e-06, 4.96008e-06, 4.90133e-06, 4.84265e-06, 4.78836e-06, 4.73387e-06, 4.68351e-06, 4.63271e-06, 4.58596e-06, 4.54065e-06, 4.49466e-06, 4.45229e-06, 4.40907e-06, 4.36945e-06, 4.33089e-06, 4.29134e-06, 4.25505e-06, 4.21763e-06, 4.18352e-06, 4.1502e-06, 4.11567e-06, 4.08428e-06, 4.05356e-06, 4.02153e-06, 3.99254e-06, 3.96411e-06, 3.93429e-06, 3.9074e-06, 3.88099e-06, 3.85312e-06, 3.8281e-06, 3.8035e-06
1.50632e-07, 0.00235614, 0.00218662, 0.00168833, 0.00118265, 0.000794537, 0.000529896, 0.000358222, 0.000248575, 0.000177969, 0.000131735, 0.000100739, 7.94114e-05, 6.43438e-05, 5.3422e-05, 4.5311e-05, 3.91415e-05, 3.43657e-05, 3.0592e-05, 2.75527e-05, 2.50766e-05, 2.30215e-05, 2.13021e-05, 1.9839e-05, 1.85843e-05, 1.75014e-05, 1.65462e-05, 1.57046e-05, 1.4954e-05, 1.42864e-05, 1.36932e-05, 1.31858e-05, 1.27209e-05, 1.22975e-05, 1.19156e-05, 1.15607e-05, 1.12396e-05, 1.09379e-05, 1.0658e-05, 1.04025e-05, 1.01593e-05, 9.93134e-06, 9.72071e-06, 9.51901e-06, 9.33222e-06, 9.15672e-06, 8.98623e-06, 8.82415e-06, 8.67341e-06, 8.52654e-06, 8.38966e-06, 8.25561e-06, 8.13074e-06, 8.00779e-06, 7.88956e-06, 7.77956e-06, 7.67025e-06, 7.56857e-06, 7.47051e-06, 7.37274e-06, 7.28157e-06, 7.19031e-06, 7.10548e-06, 7.02326e-06, 6.94383e-06, 6.86335e-06, 6.78884e-06, 6.71317e-06, 6.64291e-06, 6.57485e-06, 6.50519e-06, 6.44096e-06, 6.3751e-06, 6.31418e-06, 6.25505e-06, 6.19409e-06, 6.13782e-06, 6.08316e-06, 6.0265e-06, 5.97434e-06, 5.92363e-06, 5.87077e-06, 5.82226e-06, 5.77505e-06, 5.72558e-06
2.50609e-07, 0.00391925, 0.00363874, 0.00281034, 0.00196899, 0.00132121, 0.000880956, 0.000595554, 0.000412983, 0.000295542, 0.000218705, 0.000167142, 0.000131668, 0.000106584, 8.84294e-05, 7.495e-05, 6.47142e-05, 5.67669e-05, 5.05007e-05, 4.54553e-05, 4.13465e-05, 3.79373e-05, 3.50866e-05, 3.26617e-05, 3.0583e-05, 2.87898e-05, 2.72184e-05, 2.58352e-05, 2.46135e-05, 2.35184e-05, 2.25349e-05, 2.16382e-05, 2.08231e-05, 2.00785e-05, 1.93954e-05, 1.87753e-05, 1.8198e-05, 1.7685e-05, 1.72094e-05, 1.67593e-05, 1.63443e-05, 1.59562e-05, 1.55927e-05, 1.52459e-05, 1.49235e-05, 1.46144e-05, 1.43261e-05, 1.40478e-05, 1.37875e-05, 1.35401e-05, 1.32996e-05, 1.30743e-05, 1.28542e-05, 1.26478e-05, 1.24452e-05, 1.22554e-05, 1.2072e-05, 1.18965e-05, 1.1723e-05, 1.15599e-05, 1.13982e-05, 1.12463e-05, 1.10951e-05, 1.09534e-05, 1.08116e-05, 1.06785e-05, 1.05452e-05, 1.04201e-05, 1.0299e-05, 1.01768e-05, 1.00624e-05, 9.95133e-06, 9.83858e-06, 9.73353e-06, 9.63128e-06, 9.52694e-06, 9.42993e-06, 9.33084e-06, 9.23844e-06, 9.14852e-06, 9.05624e-06, 8.97037e-06, 8.88673e-06, 8.80503e-06, 8.72046e-06
4.84838e-07, 0.00758489, 0.00703919, 0.00543821, 0.00380968, 0.00255838, 0.00170442, 0.0011516, 0.000798319, 0.000571104, 0.00042234, 0.000322624, 0.000254027, 0.000205577, 0.000170471, 0.000144409, 0.000124594, 0.000109263, 9.71338e-05, 8.74088e-05, 7.94565e-05, 7.28914e-05, 6.73746e-05, 6.27095e-05, 5.86996e-05, 5.52302e-05, 5.22121e-05, 4.95466e-05, 4.71839e-05, 4.50841e-05, 4.31901e-05, 4.14793e-05, 3.99261e-05, 3.85164e-05, 3.72175e-05, 3.60223e-05, 3.49181e-05, 3.38882e-05, 3.293e-05, 3.20354e-05, 3.11981e-05, 3.04123e-05, 2.96728e-05, 2.89752e-05, 2.8316e-05, 2.76913e-05, 2.70987e-05, 2.65351e-05, 2.59984e-05, 2.54935e-05, 2.50112e-05, 2.45434e-05, 2.41019e-05, 2.36888e-05, 2.32942e-05, 2.29154e-05, 2.2545e-05, 2.21888e-05, 2.18488e-05, 2.15183e-05, 2.12025e-05, 2.08945e-05, 2.05931e-05, 2.03085e-05, 2.0033e-05, 1.97629e-05, 1.95044e-05, 1.9247e-05, 1.9004e-05, 1.87609e-05, 1.85317e-05, 1.83053e-05, 1.80885e-05, 1.78778e-05, 1.76658e-05, 1.74659e-05, 1.72713e-05, 1.70746e-05, 1.68897e-05, 1.67093e-05, 1.65262e-05, 1.63544e-05, 1.61825e-05, 1.60187e-05, 1.58583e-05
9.10709e-07, 0.0142522, 0.0132266, 0.0102175, 0.00715687, 0.00480566, 0.00320304, 0.00216381, 0.00149976, 0.00107238, 0.00079286, 0.000605353, 0.000476638, 0.000385539, 0.000319615, 0.000270681, 0.000233478, 0.000204698, 0.00018197, 0.000163678, 0.000148786, 0.000136436, 0.000126085, 0.000117335, 0.000109814, 0.000103329, 9.76492e-05, 9.26521e-05, 8.82407e-05, 8.42881e-05, 8.0739e-05, 7.75341e-05, 7.46392e-05, 7.19849e-05, 6.95525e-05, 6.73145e-05, 6.52471e-05, 6.33424e-05, 6.15595e-05, 5.9896e-05, 5.83395e-05, 5.68793e-05, 5.5516e-05, 5.4221e-05, 5.29974e-05, 5.1839e-05, 5.07402e-05, 4.9696e-05, 4.8702e-05, 4.77546e-05, 4.68583e-05, 4.5993e-05, 4.51647e-05, 4.43628e-05, 4.35929e-05, 4.28611e-05, 4.2149e-05, 4.14713e-05, 4.08102e-05, 4.01803e-05, 3.95642e-05, 3.89767e-05, 3.84004e-05, 3.78509e-05, 3.73107e-05, 3.6795e-05, 3.6287e-05, 3.58018e-05, 3.53229e-05, 3.48655e-05, 3.44211e-05, 3.39808e-05, 3.35605e-05, 3.31433e-05, 3.27448e-05, 3.23486e-05, 3.19705e-05, 3.15934e-05, 3.12339e-05, 3.0883e-05, 3.05322e-05, 3.01978e-05, 2.98628e-05, 2.95438e-05, 2.92235e-05
1.6609e-06, 0.0260118, 0.0241489, 0.018645, 0.0130576, 0.00876638, 0.00584219, 0.00394622, 0.00273486, 0.00195633, 0.00144621, 0.00110406, 0.000868965, 0.000702769, 0.000582512, 0.000493138, 0.000425397, 0.000372822, 0.000331384, 0.000298033, 0.000270886, 0.000248372, 0.000229554, 0.000213557, 0.000199857, 0.00018804, 0.00017769, 0.000168586, 0.00016055, 0.000153349, 0.000146884, 0.000141047, 0.000135775, 0.000130941, 0.000126512, 0.000122437, 0.000118672, 0.000115205, 0.00011196, 0.000108932, 0.000106099, 0.000103441, 0.00010096, 9.86034e-05, 9.63769e-05, 9.42689e-05, 9.22696e-05, 9.03697e-05, 8.85613e-05, 8.68529e-05, 8.52066e-05, 8.36325e-05, 8.21255e-05, 8.06806e-05, 7.92939e-05, 7.79618e-05, 7.66802e-05, 7.54466e-05, 7.42575e-05, 7.31235e-05, 7.2016e-05, 7.09461e-05, 6.99113e-05, 6.89102e-05, 6.79405e-05, 6.70011e-05, 6.609e-05, 6.52062e-05, 6.4348e-05, 6.35145e-05, 6.27045e-05, 6.19167e-05, 6.11504e-05, 6.04146e-05, 5.96882e-05, 5.89803e-05, 5.82905e-05, 5.76177e-05, 5.69616e-05, 5.63215e-05, 5.56963e-05, 5.50861e-05, 5.44898e-05, 5.39072e-05, 5.33377e-05
