,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1
100.144,0.26875,0.28623,0.295591,0.29825,0.295702,0.289385,0.280454,0.26993,0.258477,0.246717,0.234946,0.223512,0.212496,0.202084,0.192242,0.183066,0.174479,0.166529,0.159123,0.15228,0.14592,0.140043,0.134579,0.12952,0.124813,0.120445,0.116356,0.112578,0.109019,0.105721,0.102603,0.099706,0.0969581,0.0943969,0.0919603,0.0896814,0.087508,0.0854695,0.0835198,0.0816856,0.0799274,0.078269,0.0766754,0.0751684,0.0737172,0.0723417,0.0710143,0.0697534,0.0685342,0.0673739,0.0662497,0.0651777,0.0641373,0.0631436,0.0621777,0.0612533,0.0603535,0.0594913,0.0586507,0.0578439,0.0570564,0.0562997,0.0555599,0.0548482,0.0541518,0.053481,0.0528239,0.0521901,0.0515687,0.0509689,0.0503802
100.145,0.26875,0.28623,0.295591,0.29825,0.295702,0.289385,0.280454,0.26993,0.258477,0.246716,0.234946,0.223512,0.212496,0.202084,0.192242,0.183066,0.174479,0.166529,0.159123,0.15228,0.14592,0.140042,0.134579,0.12952,0.124813,0.120445,0.116356,0.112578,0.109018,0.105721,0.102603,0.0997057,0.0969579,0.0943967,0.09196,0.0896812,0.0875078,0.0854693,0.0835195,0.0816854,0.0799272,0.0782687,0.0766751,0.0751681,0.0737169,0.0723415,0.0710141,0.0697532,0.068534,0.0673736,0.0662495,0.0651774,0.0641371,0.0631434,0.0621774,0.0612531,0.0603533,0.059491,0.0586504,0.0578436,0.0570561,0.0562994,0.0555597,0.054848,0.0541515,0.0534808,0.0528236,0.0521899,0.0515685,0.0509687,0.0503799
100.146,0.26875,0.28623,0.295591,0.29825,0.295702,0.289385,0.280454,0.26993,0.258477,0.246716,0.234946,0.223512,0.212496,0.202083,0.192242,0.183065,0.174479,0.166529,0.159123,0.152279,0.14592,0.140042,0.134579,0.12952,0.124813,0.120445,0.116356,0.112578,0.109018,0.105721,0.102603,0.0997054,0.0969575,0.0943963,0.0919596,0.0896808,0.0875074,0.0854689,0.0835192,0.081685,0.0799268,0.0782684,0.0766747,0.0751678,0.0737166,0.0723411,0.0710137,0.0697528,0.0685336,0.0673732,0.0662491,0.065177,0.0641367,0.063143,0.062177,0.0612526,0.0603529,0.0594906,0.05865,0.0578432,0.0570557,0.056299,0.0555593,0.0548476,0.0541512,0.0534804,0.0528232,0.0521895,0.0515681,0.0509683,0.0503795
100.148,0.268749,0.28623,0.295591,0.29825,0.295702,0.289385,0.280454,0.26993,0.258476,0.246716,0.234946,0.223511,0.212496,0.202083,0.192241,0.183065,0.174478,0.166528,0.159123,0.152279,0.145919,0.140042,0.134578,0.129519,0.124812,0.120444,0.116355,0.112577,0.109017,0.10572,0.102602,0.0997048,0.096957,0.0943958,0.0919591,0.0896803,0.0875068,0.0854683,0.0835186,0.0816844,0.0799262,0.0782678,0.0766742,0.0751672,0.073716,0.0723405,0.0710131,0.0697522,0.068533,0.0673726,0.0662485,0.0651764,0.0641361,0.0631424,0.0621764,0.061252,0.0603522,0.05949,0.0586494,0.0578426,0.0570551,0.0562983,0.0555587,0.054847,0.0541505,0.0534797,0.0528226,0.0521888,0.0515674,0.0509676,0.0503788
100.152,0.268749,0.28623,0.295591,0.29825,0.295702,0.289385,0.280454,0.26993,0.258476,0.246716,0.234945,0.223511,0.212495,0.202083,0.192241,0.183065,0.174478,0.166528,0.159122,0.152279,0.145919,0.140041,0.134578,0.129519,0.124812,0.120444,0.116355,0.112577,0.109017,0.10572,0.102602,0.0997041,0.0969563,0.094395,0.0919583,0.0896795,0.087506,0.0854675,0.0835178,0.0816836,0.0799254,0.0782669,0.0766733,0.0751663,0.0737151,0.0723396,0.0710122,0.0697513,0.0685321,0.0673717,0.0662476,0.0651755,0.0641352,0.0631415,0.0621755,0.0612511,0.0603513,0.0594891,0.0586485,0.0578417,0.0570542,0.0562974,0.0555577,0.054846,0.0541496,0.0534788,0.0528216,0.0521879,0.0515665,0.0509667,0.0503779
100.159,0.268749,0.286229,0.29559,0.29825,0.295701,0.289385,0.280453,0.269929,0.258476,0.246715,0.234945,0.22351,0.212494,0.202082,0.19224,0.183063,0.174477,0.166526,0.159121,0.152277,0.145917,0.140039,0.134576,0.129517,0.12481,0.120442,0.116353,0.112575,0.109015,0.105718,0.1026,0.0997022,0.0969543,0.0943931,0.0919564,0.0896775,0.087504,0.0854655,0.0835158,0.0816815,0.0799233,0.0782648,0.0766712,0.0751642,0.073713,0.0723375,0.0710101,0.0697492,0.06853,0.0673695,0.0662454,0.0651733,0.064133,0.0631392,0.0621733,0.0612489,0.0603491,0.0594869,0.0586462,0.0578394,0.0570519,0.0562952,0.0555554,0.0548437,0.0541473,0.0534765,0.0528193,0.0521856,0.0515642,0.0509643,0.0503756
100.173,0.268748,0.286229,0.29559,0.29825,0.295701,0.289385,0.280453,0.269929,0.258475,0.246714,0.234943,0.223509,0.212493,0.20208,0.192238,0.183061,0.174474,0.166524,0.159118,0.152275,0.145915,0.140037,0.134573,0.129514,0.124807,0.120439,0.11635,0.112572,0.109012,0.105714,0.102596,0.0996989,0.0969509,0.0943896,0.0919529,0.089674,0.0875005,0.0854619,0.0835122,0.0816779,0.0799196,0.0782612,0.0766675,0.0751605,0.0737092,0.0723337,0.0710062,0.0697453,0.0685261,0.0673657,0.0662415,0.0651694,0.064129,0.0631353,0.0621693,0.0612449,0.0603451,0.0594828,0.0586422,0.0578354,0.0570479,0.0562911,0.0555514,0.0548396,0.0541432,0.0534724,0.0528152,0.0521815,0.05156,0.0509602,0.0503714
100.197,0.268748,0.286229,0.29559,0.29825,0.295701,0.289385,0.280453,0.269928,0.258474,0.246713,0.234942,0.223507,0.212491,0.202078,0.192235,0.183058,0.174471,0.16652,0.159114,0.15227,0.14591,0.140032,0.134569,0.129509,0.124802,0.120434,0.116344,0.112566,0.109006,0.105709,0.102591,0.0996931,0.0969451,0.0943837,0.0919469,0.0896679,0.0874944,0.0854557,0.0835059,0.0816716,0.0799133,0.0782548,0.076661,0.075154,0.0737027,0.0723271,0.0709997,0.0697387,0.0685194,0.0673589,0.0662347,0.0651626,0.0641222,0.0631284,0.0621624,0.061238,0.0603382,0.0594759,0.0586352,0.0578284,0.0570408,0.056284,0.0555443,0.0548325,0.0541361,0.0534653,0.0528081,0.0521743,0.0515528,0.050953,0.0503642
100.239,0.268747,0.286229,0.295591,0.298251,0.295702,0.289385,0.280453,0.269928,0.258473,0.246711,0.234939,0.223504,0.212487,0.202073,0.192231,0.183053,0.174465,0.166514,0.159108,0.152264,0.145903,0.140025,0.134561,0.129501,0.124794,0.120425,0.116336,0.112557,0.108997,0.1057,0.102581,0.0996835,0.0969354,0.0943738,0.0919369,0.0896579,0.0874841,0.0854454,0.0834955,0.0816611,0.0799027,0.0782441,0.0766503,0.0751431,0.0736918,0.0723161,0.0709886,0.0697275,0.0685082,0.0673477,0.0662234,0.0651512,0.0641108,0.063117,0.0621509,0.0612264,0.0603265,0.0594642,0.0586235,0.0578166,0.057029,0.0562722,0.0555324,0.0548206,0.0541241,0.0534532,0.052796,0.0521622,0.0515407,0.0509408,0.050352
