pressure_mode,relative
pressure_unit,None
material_basis,mass
material_unit,g
loading_basis,molar
loading_unit,cm3(STP)
temperature_unit,K
adsorbate,nitrogen
material,CarbonBlack
temperature,77.355
model_from,BET
material_batch,Test
date,21/05/2010 00:00
t_act,200.0
user,PI
lab,MADIREL
machine,Triflex
type,calorimetry
project,ACRONYM
iso_type,Isotherme
is_real,True
adsorbent_basis,mass
adsorbent_unit,g
file_version,3.0
data:[pressure,loading,branch,(otherdata)]
pressure,loading,branch
0.86786787,44.87768818,ads
0.86886887,45.17250513,ads
0.86986987,45.47122115,ads
0.87087087,45.77391411,ads
0.87187187,46.08066396,ads
0.87287287,46.3915528,ads
0.87387387,46.70666499,ads
0.87487488,47.02608717,ads
0.87587588,47.34990838,ads
0.87687688,47.67822011,ads
0.87787788,48.01111643,ads
0.87887888,48.34869405,ads
0.87987988,48.6910524,ads
0.88088088,49.03829377,ads
0.88188188,49.39052337,ads
0.88288288,49.74784948,ads
0.88388388,50.11038352,ads
0.88488488,50.47824016,ads
0.88588589,50.85153751,ads
0.88688689,51.23039715,ads
0.88788789,51.61494436,ads
0.88888889,52.00530816,ads
0.88988989,52.40162154,ads
0.89089089,52.80402157,ads
0.89189189,53.21264953,ads
0.89289289,53.62765116,ads
0.89389389,54.04917673,ads
0.8948949,54.47738132,ads
0.8958959,54.91242492,ads
0.8968969,55.3544727,ads
0.8978979,55.80369519,ads
0.8988989,56.26026848,ads
0.8998999,56.72437449,ads
0.9009009,57.19620119,ads
0.9019019,57.67594286,ads
0.9029029,58.16380034,ads
0.9039039,58.65998132,ads
0.9049049,59.16470067,ads
0.90590591,59.67818068,ads
0.90690691,60.20065145,ads
0.90790791,60.7323512,ads
0.90890891,61.27352664,ads
0.90990991,61.82443335,ads
0.91091091,62.3853362,ads
0.91191191,62.95650975,ads
0.91291291,63.53823869,ads
0.91391391,64.13081836,ads
0.91491492,64.73455521,ads
0.91591592,65.34976734,ads
0.91691692,65.97678505,ads
0.91791792,66.61595144,ads
0.91891892,67.26762306,ads
0.91991992,67.93217052,ads
0.92092092,68.60997923,ads
0.92192192,69.30145015,ads
0.92292292,70.00700055,ads
0.92392392,70.72706487,ads
0.92492492,71.46209563,ads
0.92592593,72.21256433,ads
0.92692693,72.97896251,ads
0.92792793,73.76180278,ads
0.92892893,74.56162,ads
0.92992993,75.37897248,ads
0.93093093,76.21444326,ads
0.93193193,77.06864156,ads
0.93293293,77.94220419,ads
0.93393393,78.83579717,ads
0.93493494,79.75011742,ads
0.93593594,80.68589457,ads
0.93693694,81.64389289,ads
0.93793794,82.62491342,ads
0.93893894,83.62979612,ads
0.93993994,84.65942234,ads
0.94094094,85.71471739,ads
0.94194194,86.79665326,ads
0.94294294,87.90625168,ads
0.94394394,89.04458729,ads
0.94494494,90.2127911,ads
0.94594595,91.41205431,ads
0.94694695,92.64363226,ads
0.94794795,93.90884892,ads
0.94894895,95.20910154,ads
0.94994995,96.54586587,ads
0.95095095,97.9207017,ads
0.95195195,99.33525897,ads
0.95295295,100.79128434,ads
0.95395395,102.29062841,ads
0.95495496,103.83525356,ads
0.95595596,105.4272425,ads
0.95695696,107.06880769,ads
0.95795796,108.76230152,ads
0.95895896,110.51022765,ads
0.95995996,112.31525328,ads
0.96096096,114.18022277,ads
0.96196196,116.1081726,ads
0.96296296,118.10234784,ads
0.96396396,120.16622041,ads
0.96496496,122.30350923,ads
0.96596597,124.51820259,ads
0.96696697,126.81458298,ads
0.96796797,129.19725476,ads
0.96896897,131.67117493,ads
0.96996997,134.2416876,ads
0.97097097,136.91456247,ads
0.97197197,139.69603812,ads
0.97297297,142.5928706,ads
0.97397397,145.6123882,ads
0.97497498,148.76255338,ads
0.97597598,152.05203286,ads
0.97697698,155.49027727,ads
0.97797798,159.0876118,ads
0.97897898,162.85533979,ads
0.97997998,166.80586134,ads
0.98098098,170.95280968,ads
0.98198198,175.31120834,ads
0.98298298,179.89765299,ads
0.98398398,184.73052265,ads
0.98498498,189.83022584,ads
0.98598599,195.21948866,ads
0.98698699,200.92369337,ads
0.98798799,206.97127813,ads
0.98898899,213.39421121,ads
0.98998999,220.22855621,ads
0.99099099,227.51514961,ads
0.99199199,235.30041736,ads
0.99299299,243.6373651,ads
0.99399399,252.58678657,ads
0.994995,262.21874856,ads
0.995996,272.61442905,ads
0.996997,283.86841066,ads
0.997998,296.09156661,ads
0.998999,309.41472585,ads
1.0,323.99337426,ads
