pore_widths_nm,pore_distribution,pore_volume_cumulative_cm^3g^-1,kernel_loading,limits,ds_m^2g^-1
0.3,0.0,0.0,0.0014289153323739188,0.0,0.0
0.3267401285583104,10.531734882676332,0.2816199447048075,0.0034099188970269693,95.0,861.9080427843722
0.343939393939394,0.7836112263896078,0.29509748214307874,0.008027796484512947,,39.185791670744564
0.36090909090909085,0.0,0.29509748214307874,0.01788974528082306,,0.0
0.3778787878787878,0.0,0.29509748214307874,0.03738946303776157,,0.0
0.3948484848484849,0.0,0.29509748214307874,0.070774025341113,,0.0
0.41181818181818186,0.0,0.29509748214307874,0.12498205401286501,,0.0
0.42878787878787883,0.0,0.29509748214307874,0.21292770381291498,,0.0
0.44575757575757574,0.0,0.29509748214307874,0.3472567365721351,,0.0
0.46272727272727276,0.0,0.29509748214307874,0.5505024170490526,,0.0
0.4796969696969697,0.0,0.29509748214307874,0.8680421196659246,,0.0
0.4966666666666667,0.0,0.29509748214307874,1.3849289941674512,,0.0
0.5136363636363637,0.0,0.29509748214307874,2.2155533479303893,,0.0
0.5306060606060606,0.0,0.29509748214307874,3.440092644336304,,0.0
0.5475757575757576,0.0,0.29509748214307874,4.926949574688981,,0.0
0.5645454545454546,0.0,0.29509748214307874,6.317316173975248,,0.0
0.5815151515151515,0.0,0.29509748214307874,7.430089257596394,,0.0
0.5984848484848485,0.0,0.29509748214307874,8.254261914581962,,0.0
0.6154545454545455,2.769741551733445e-09,0.2950974821900804,8.854082089607807,,7.6369052227653e-08
0.6324242424242424,4.6358280487828516e-08,0.2950974829767664,9.262412272304134,,1.2439213131831709e-06
0.6493939393939394,1.1542973220123952e-07,0.295097484935574,9.631124640215567,,3.016362552484203e-06
0.6663636363636365,1.8585509607524844e-07,0.2950974880894786,9.917889649210695,,4.733008323600846e-06
0.6833333333333335,2.481210808715862e-07,0.29509749230001814,10.16734538338236,,6.1617651631446884e-06
0.7003030303030303,3.0087115285803465e-07,0.29509749740571045,10.380317636943479,,7.29069001910393e-06
0.7172727272727273,3.435104772746148e-07,0.29509750323497913,10.56215213149928,,8.126990553557223e-06
0.7342424242424241,3.7623285302839403e-07,0.2950975096195366,10.723705644018715,,8.695435299025038e-06
0.7512121212121212,4.0012865931422617e-07,0.29509751640959875,10.867114387330519,,9.038807990368559e-06
0.7681818181818182,4.1659756304734206e-07,0.29509752347913315,10.996918538581246,,9.202944192377538e-06
0.7851515151515153,4.2724406164614836e-07,0.2950975307293354,11.114554870792917,,9.234144151757764e-06
0.8021212121212121,4.3371122920684444e-07,0.2950975380892836,11.224207690460162,,9.175605930514928e-06
0.819090909090909,4.3713544866169617e-07,0.2950975455073397,11.32537564217649,,9.05645030543705e-06
0.8360606060606061,4.383814736590509e-07,0.29509755294654044,11.421808036855113,,8.89792043959909e-06
0.853030303030303,4.3793381534220075e-07,0.2950975603781446,11.51216441100601,,8.712004883046428e-06
0.87,4.362540370920337e-07,0.2950975677812434,11.598089570665646,,8.50930896626582e-06
0.886969696969697,4.334047985322878e-07,0.2950975751359915,11.678637420195074,,8.291994769895449e-06
0.903939393939394,4.293729520110279e-07,0.29509758242232037,11.775502139751055,,8.06063871366003e-06
0.9209090909090909,4.2440599594339756e-07,0.2950975896243615,11.84916848168613,,7.82057773262849e-06
0.937878787878788,4.1865301837954413e-07,0.29509759672877633,11.919301254122223,,7.574981891072177e-06
0.9548484848484848,4.122956022268998e-07,0.29509760372530774,11.987521048072006,,7.327373421864525e-06
0.9718181818181818,4.055956461677076e-07,0.29509761060814294,12.053350186364678,,7.0824309726363406e-06
0.9887878787878788,3.9878085814370085e-07,0.29509761737533324,12.117969313929065,,6.8439252273368234e-06
1.0057575757575759,3.9199943781921267e-07,0.29509762402744494,12.176371651713593,,6.614030910784155e-06
1.0227272727272727,3.8533309319751095e-07,0.29509763056643074,12.236976921111902,,6.393675001782463e-06
1.0396969696969696,3.788283255628478e-07,0.2950976369950326,12.2977336044716,,6.183149571867893e-06
1.0566666666666669,3.725434627674777e-07,0.2950976433169823,12.355079421869178,,5.982917683885483e-06
1.0736363636363637,3.664848022701427e-07,0.29509764953611833,12.41160661420375,,5.792590722638172e-06
1.0906060606060608,3.60512186147121e-07,0.2950976556539009,12.4666039125114,,5.609525546670731e-06
